"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","location","lon","lat","period"
"2516",2516,4961,2896,"MA","Malden","Central Square Circulating Library","Comm",1872,NA,1875,NA,1875,1250,1875,1250,"Malden MA",-71.066163,42.4250964,NA
"2517",2517,8228,2901,"MA","Manchester","Manchester Lyceum Public Library","Public",1871,NA,1884,NA,1871,1000,1875,2650,"Manchester MA",-70.7675967,42.577834,NA
"2518",2518,3358,2900,"MA","Manchester","Lyceum","Lyceum",1830,NA,NA,1871,1830,200,1857,650,"Manchester MA",-70.7675967,42.577834,"Antebellum"
"2519",2519,690,2899,"MA","Manchester","First Social Library","Socl",1804,NA,1804,NA,1804,100,1804,100,"Manchester MA",-70.7675967,42.577834,"Early National"
"2520",2520,691,2902,"MA","Manchester","Second Social Library","Socl",1806,NA,1806,NA,NA,0,NA,0,"Manchester MA",-70.7675967,42.577834,"Early National"
"2521",2521,7227,42055,"MA","Marblehead","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,"Marblehead MA",-70.8578024,42.4999582,NA
"2522",2522,8229,2904,"MA","Marion","Tabor Library","Public",1855,NA,1884,NA,NA,0,NA,0,"Marion MA",-70.7525299,41.697719,"Antebellum"
"2523",2523,692,2903,"MA","Marion","Marion Library","Socl",1855,NA,1875,NA,1875,1000,1875,1000,"Marion MA",-70.7525299,41.697719,"Antebellum"
"2524",2524,8230,2907,"MA","Marlboro","Public Library","Public",1871,NA,1884,NA,1875,6000,1875,6000,"Marlboro MA",-71.5522874,42.3459271,NA
"2525",2525,3001,2906,"MA","Marlborough","Marlborough Mechanics' Institute","Mech",1853,NA,NA,1870,NA,0,NA,0,"Marlborough MA",-71.5522874,42.3459271,"Antebellum"
"2526",2526,693,2908,"MA","Marlborough","Social Library","Socl",1792,NA,NA,1828,NA,0,NA,0,"Marlborough MA",-71.5522874,42.3459271,"Early National"
"2527",2527,7230,95151,"MA","Marlborough","Unitarian Society Society Library","Church",NA,1849,1873,NA,NA,0,NA,0,"Marlborough MA",-71.5522874,42.3459271,NA
"2528",2528,7229,2909,"MA","Marlborough","West Parish Library","Church",1847,NA,1875,NA,1855,726,1875,2800,"Marlborough MA",-71.5522874,42.3459271,"Antebellum"
"2529",2529,7228,2905,"MA","Marlborough","Free Library of the First Parish","Church",NA,1828,1828,NA,NA,0,NA,0,"Marlborough MA",-71.5522874,42.3459271,NA
"2530",2530,8231,2912,"MA","Medfield","Public Library","Public",1873,NA,1884,NA,1875,1200,1875,1200,"Medfield MA",-71.3064597,42.1875826,NA
"2531",2531,694,2910,"MA","Medfield","Medfield Social Library","Socl",1786,NA,1786,NA,NA,0,NA,0,"Medfield MA",-71.3064597,42.1875826,"Early National"
"2532",2532,695,2913,"MA","Medfield","Second Stockholders' Library","Socl",1828,NA,1828,NA,1828,1000,1828,1000,"Medfield MA",-71.3064597,42.1875826,"Early National"
"2533",2533,8232,2914,"MA","Medford","Public Library","Public",1856,NA,1884,NA,1875,6003,1875,6003,"Medford MA",-71.1061639,42.4184296,"Antebellum"
"2534",2534,697,2911,"MA","Medford","Medford Social Library","Socl",1825,NA,NA,1856,1837,695,1837,695,"Medford MA",-71.1061639,42.4184296,"Early National"
"2535",2535,5934,2915,"MA","Medford","Tufts College","Coll",1854,NA,1875,NA,1857,3300,1875,16000,"Medford MA",-71.1061639,42.4184296,"Antebellum"
"2536",2536,698,2916,"MA","Medway","Dean Library Assoc.","Socl",1860,NA,1884,NA,1875,1600,1875,1600,"Medway MA",-71.3967256,42.1417641,"Antebellum"
"2537",2537,2619,2917,"MA","Medway","West Parish Library","Rel socl",1816,NA,1816,NA,NA,0,NA,0,"Medway MA",-71.3967256,42.1417641,"Early National"
"2538",2538,7231,95152,"MA","Medway","West Parish Library","Church",NA,1817,1817,NA,NA,0,NA,0,"Medway MA",-71.3967256,42.1417641,NA
"2539",2539,8233,2919,"MA","Melrose","Melrose Library","Public",1871,NA,1884,NA,1875,2600,1875,2600,"Melrose MA",-71.0661633,42.4584292,NA
"2540",2540,7066,2920,"MA","Melrose","Rubber Shoe Co.","Mill",1873,NA,1884,NA,NA,0,NA,0,"Melrose MA",-71.0661633,42.4584292,NA
"2541",2541,4962,2918,"MA","Melrose","Ison's Circulating Library","Comm",1870,NA,1884,NA,NA,0,NA,0,"Melrose MA",-71.0661633,42.4584292,NA
"2542",2542,8234,2923,"MA","Methuen","Public Library","Public",1873,NA,1884,NA,1875,850,1875,850,"Methuen MA",-71.1908924,42.7262016,NA
"2543",2543,699,2922,"MA","Methuen","Methuen Social Society for Reading and General Inquiry","Socl",1819,NA,1823,NA,NA,0,NA,0,"Methuen MA",-71.1908924,42.7262016,"Early National"
"2544",2544,4318,2921,"MA","Methuen","Addison Literary Society","Lit socy",1819,NA,NA,1839,NA,0,NA,0,"Methuen MA",-71.1908924,42.7262016,"Early National"
"2545",2545,8235,2926,"MA","Middleborough","Public Library","Public",1874,NA,1884,NA,1874,500,1875,1200,"Middleborough MA",-70.9107708,41.8929942,NA
"2546",2546,700,2927,"MA","Middleborough","Social Library","Socl",1832,NA,NA,1874,1874,500,1874,500,"Middleborough MA",-70.9107708,41.8929942,"Antebellum"
"2547",2547,3743,2925,"MA","Middleborough","Philological Society Library","Socy",1810,NA,NA,1832,NA,0,NA,0,"Middleborough MA",-70.9107708,41.8929942,"Early National"
"2548",2548,3550,2928,"MA","Middleborough","YMCA","YMCA",NA,1874,NA,1874,NA,0,NA,0,"Middleborough MA",-70.9107708,41.8929942,NA
"2549",2549,2600,2924,"MA","Middleborough","Agricultural Library","Agri socl",NA,NA,NA,NA,NA,0,NA,0,"Middleborough MA",-70.9107708,41.8929942,NA
"2550",2550,4963,95229,"MA","Middleborough","Robinson Brothers Circulating Library","Comm",NA,1872,1872,NA,NA,0,NA,0,"Middleborough MA",-70.9107708,41.8929942,NA
"2551",2551,8236,2929,"MA","Middlefield","Public Library","Public",1873,NA,1884,NA,1875,250,1875,250,"Middlefield MA",-73.0151011,42.3484207,NA
"2552",2552,7851,2930,"MA","Middlesex","Middlesex County Law Library","Co law",1815,NA,1875,NA,1875,2430,1875,2430,"Middlesex MA",-71.2874209,42.467206,"Early National"
"2553",2553,8237,12279,"MA","Middleton","Midleton Public Library","Public",NA,1869,1869,NA,NA,0,NA,0,"Middleton MA",-71.0161643,42.5950939,NA
"2554",2554,701,2931,"MA","Middleton","Library Assoc.","Socl",1865,NA,1875,NA,1875,900,1875,900,"Middleton MA",-71.0161643,42.5950939,NA
"2555",2555,702,2932,"MA","Middleton","Second Social Library","Socl",1838,NA,1838,NA,NA,0,NA,0,"Middleton MA",-71.0161643,42.5950939,"Antebellum"
"2556",2556,703,2933,"MA","Middleton","Social Library","Socl",1772,NA,NA,1826,NA,0,NA,0,"Middleton MA",-71.0161643,42.5950939,"Colonial"
"2557",2557,8238,2936,"MA","Milford","Town Library","Public",1858,NA,1884,NA,1875,4215,1875,4215,"Milford MA",-71.5163049,42.1398577,"Antebellum"
"2558",2558,704,95009,"MA","Milford","Milford Library Assoc.","Socl",NA,1859,1859,NA,NA,0,NA,0,"Milford MA",-71.5163049,42.1398577,NA
"2559",2559,4559,2934,"MA","Milford","Milford Farmers' Club","Agri socl",NA,1867,1867,NA,1867,300,1867,300,"Milford MA",-71.5163049,42.1398577,NA
"2560",2560,4393,2935,"MA","Milford","Thurber Medical Library","Med socy",1861,NA,1884,NA,NA,0,NA,0,"Milford MA",-71.5163049,42.1398577,NA
"2561",2561,8239,2937,"MA","Millbury","Town Library","Public",1866,NA,1884,NA,1869,1265,1875,2863,"Millbury MA",-71.761522,42.1920719,NA
"2562",2562,8240,2940,"MA","Milton","Public Library","Public",1871,NA,1884,NA,1875,6000,1875,6000,"Milton MA",-71.0661653,42.2495321,NA
"2563",2563,705,2939,"MA","Milton","Milton Social Library","Socl",1800,NA,NA,1819,NA,0,NA,0,"Milton MA",-71.0661653,42.2495321,"Early National"
"2564",2564,706,2941,"MA","Milton","Subscribers of Milton and Dorchester","Socl",1785,NA,172,NA,NA,0,NA,0,"Milton MA",-71.0661653,42.2495321,"Early National"
"2565",2565,4547,2938,"MA","Milton","Milton Farmers' Club","Agri socl",NA,1867,1867,NA,1867,200,1867,200,"Milton MA",-71.0661653,42.2495321,NA
"2566",2566,7232,95153,"MA","Milton","First Congregational Parish","Church",NA,1858,1858,NA,NA,0,NA,0,"Milton MA",-71.0661653,42.2495321,NA
"2567",2567,6844,2942,"MA","Monson","State Primary School","Asylum",1866,NA,1875,NA,1875,600,1875,600,"Monson MA",-72.3189519,42.1042451,NA
"2568",2568,707,2943,"MA","Montague","Public Library","Socl",1869,NA,1884,NA,1875,1250,1875,1250,"Montague MA",-72.5353437,42.5355277,NA
"2569",2569,8241,2944,"MA","Nahant","Public Library","Public",1871,NA,1884,NA,1875,4000,1875,4000,"Nahant MA",-70.9188695,42.4265162,NA
"2570",2570,3471,2945,"MA","Nahant","Town Library","Gov",1819,NA,1853,NA,1819,1000,1819,1000,"Nahant MA",-70.9188695,42.4265162,"Early National"
"2571",2571,8242,2951,"MA","Nantucket","Town Library","Public",1854,NA,1884,NA,NA,0,NA,0,"Nantucket MA",-70.099451,41.2834704,"Antebellum"
"2572",2572,7852,2950,"MA","Nantucket","Town and County Law Library","Co law",NA,1875,1875,NA,1875,594,1875,594,"Nantucket MA",-70.099451,41.2834704,NA
"2573",2573,3297,2948,"MA","Nantucket","Nantucket Athenaeum","Athen",1834,NA,1884,NA,1850,2552,1875,4903,"Nantucket MA",-70.099451,41.2834704,"Antebellum"
"2574",2574,708,2946,"MA","Nantucket","Columbian Library Society","Socl",1823,NA,NA,1827,NA,0,NA,0,"Nantucket MA",-70.099451,41.2834704,"Early National"
"2575",2575,3002,2949,"MA","Nantucket","Nantucket Mechanics' Social Library Society","Mech",1820,NA,NA,1827,NA,0,NA,0,"Nantucket MA",-70.099451,41.2834704,"Early National"
"2576",2576,709,2952,"MA","Nantucket","United Library Association","Socl",1827,NA,1834,NA,NA,0,NA,0,"Nantucket MA",-70.099451,41.2834704,"Early National"
"2577",2577,4560,2947,"MA","Nantucket","Nantucket Agricultural Society","Agri socl",NA,1859,1859,NA,1859,25,1859,25,"Nantucket MA",-70.099451,41.2834704,NA
"2578",2578,7233,12281,"MA","Nantucket","Society of Friends Library","Church",NA,1835,1835,NA,NA,0,NA,0,"Nantucket MA",-70.099451,41.2834704,NA
"2579",2579,8244,2956,"MA","Natick","Public Library","Public",1857,NA,1874,NA,1859,1741,1874,3154,"Natick MA",-71.3468091,42.2775281,"Antebellum"
"2580",2580,8243,2954,"MA","Natick","Morse Institute","Public",1874,NA,1884,NA,1875,7803,1875,7803,"Natick MA",-71.3468091,42.2775281,NA
"2581",2581,711,2955,"MA","Natick","Natick Public Circulating Library","Socl",1808,NA,NA,1840,1808,92,1808,92,"Natick MA",-71.3468091,42.2775281,"Early National"
"2582",2582,710,2953,"MA","Natick","Citizens Library","Socl",1847,NA,NA,1857,1852,432,1852,432,"Natick MA",-71.3468091,42.2775281,"Antebellum"
"2583",2583,3551,2958,"MA","Natick","YMCA","YMCA",NA,1859,1859,NA,NA,0,NA,0,"Natick MA",-71.3468091,42.2775281,NA
"2584",2584,712,95010,"MA","Natick","Natick Social Library","Socl",NA,NA,NA,NA,NA,0,NA,0,"Natick MA",-71.3468091,42.2775281,NA
"2585",2585,2620,2957,"MA","Natick","Religious Library","Rel socl",1817,NA,1856,NA,NA,0,NA,0,"Natick MA",-71.3468091,42.2775281,"Early National"
"2586",2586,714,2960,"MA","Needham","Social Library","Socl",1796,NA,NA,1879,NA,0,NA,0,"Needham MA",-71.2377548,42.2809285,"Early National"
"2587",2587,713,2959,"MA","Needham","Library Assoc.","Socl",1875,NA,1884,NA,1875,240,1875,250,"Needham MA",-71.2377548,42.2809285,NA
"2588",2588,8246,12282,"MA","New Bedford","Public Library","Public",NA,1853,1853,NA,NA,0,NA,0,"New Bedford MA",-70.934205,41.6362152,NA
"2589",2589,8245,2962,"MA","New Bedford","Public Library","Public",1852,NA,1884,NA,1857,10000,1875,31000,"New Bedford MA",-70.934205,41.6362152,"Antebellum"
"2590",2590,715,2967,"MA","New Bedford","Social Library","Socl",1802,NA,NA,1852,1852,5961,1852,5961,"New Bedford MA",-70.934205,41.6362152,"Early National"
"2591",2591,716,2968,"MA","New Bedford","Union for Good Works","Socl",1870,NA,1884,NA,1875,375,1875,375,"New Bedford MA",-70.934205,41.6362152,NA
"2592",2592,717,2961,"MA","New Bedford","Encyclopaedic Society","Socl",NA,1800,1800,NA,NA,0,NA,0,"New Bedford MA",-70.934205,41.6362152,NA
"2593",2593,718,2965,"MA","New Bedford","Library Society","Socl",1807,NA,NA,1810,NA,0,NA,0,"New Bedford MA",-70.934205,41.6362152,"Early National"
"2594",2594,3357,2966,"MA","New Bedford","Lyceum","Lyceum",NA,1832,1832,NA,NA,0,NA,0,"New Bedford MA",-70.934205,41.6362152,NA
"2595",2595,6751,2963,"MA","New Bedford","House of Correction","Prison",NA,1875,1875,NA,1875,300,1875,300,"New Bedford MA",-70.934205,41.6362152,NA
"2596",2596,4964,2964,"MA","New Bedford","Hutchinson's Circulating Library","Comm",1866,NA,1884,NA,NA,0,NA,0,"New Bedford MA",-70.934205,41.6362152,NA
"2597",2597,719,2969,"MA","New Boston","Social Library","Socl",1808,NA,NA,1838,1808,350,1808,350,"New Boston MA",-71.0431361,42.3715978,"Early National"
"2598",2598,721,2970,"MA","Newbury","Social Library","Socl",1794,NA,1858,NA,NA,0,NA,0,"Newbury MA",-70.8714528,42.7649497,"Early National"
"2599",2599,720,95011,"MA","Newbury","First Parish Social Library","Socl",NA,1848,1848,NA,NA,0,NA,0,"Newbury MA",-70.8714528,42.7649497,NA
"2600",2600,7234,42056,"MA","Newbury","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,"Newbury MA",-70.8714528,42.7649497,NA
"2601",2601,8247,2974,"MA","Newburyport","Public Library","Public",1855,NA,1884,NA,1857,8493,1875,16218,"Newburyport MA",-70.8772751,42.8125913,"Antebellum"
"2602",2602,722,2971,"MA","Newburyport","Franklin Library","Socl",1812,NA,1830,NA,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,"Early National"
"2603",2603,724,2976,"MA","Newburyport","Social Library","Socl",NA,1802,NA,1811,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,NA
"2604",2604,3296,2972,"MA","Newburyport","Newburyport Athenaeum","Athen",1809,NA,NA,1849,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,"Early National"
"2605",2605,2621,2975,"MA","Newburyport","Religious Library","Rel socl",1804,NA,NA,1838,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,"Early National"
"2606",2606,723,2973,"MA","Newburyport","Newburyport Library Assoc.","Socl",1794,NA,1794,NA,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,"Early National"
"2607",2607,7235,42057,"MA","Newburyport","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,NA
"2608",2608,4967,12284,"MA","Newburyport","Washington Circulating Library","Comm",1840,NA,NA,1855,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,"Antebellum"
"2609",2609,4965,95230,"MA","Newburyport","Gilman's Circulating Library","Comm",NA,1828,1828,NA,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,NA
"2610",2610,4966,12283,"MA","Newburyport","Newburyport Circulating Library","Comm",NA,1816,1816,NA,NA,0,NA,0,"Newburyport MA",-70.8772751,42.8125913,NA
"2611",2611,8248,2980,"MA","Newton","Free Library","Public",1870,NA,1884,NA,1875,10088,1875,1088,"Newton MA",-71.2092214,42.3370413,NA
"2612",2612,727,2986,"MA","Newton","West Newton Social Library","Socl",1798,NA,NA,1840,1798,165,1798,165,"Newton MA",-71.2092214,42.3370413,"Early National"
"2613",2613,3295,2985,"MA","Newton","West Newton Athenaeum","Athen",1849,NA,1884,NA,1856,1843,1875,3782,"Newton MA",-71.2092214,42.3370413,"Antebellum"
"2614",2614,726,95012,"MA","Newton","Newton Library Society","Socl",NA,1799,1799,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2615",2615,725,2981,"MA","Newton","Newton Book Club","Socl",1848,NA,1852,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,"Antebellum"
"2616",2616,2639,95046,"MA","Newton","Newton Theological Instit.","Rel socl",NA,1833,1833,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2617",2617,3879,2977,"MA","Newton","Adelphian Library","Rel socy",1826,NA,NA,1850,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,"Early National"
"2618",2618,728,2979,"MA","Newton","East Newton Social Library","Socl",1798,NA,NA,1840,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,"Early National"
"2619",2619,7236,95154,"MA","Newton","Grace Church Parish Library","Church",NA,1858,1858,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2620",2620,4968,2978,"MA","Newton","Bazar Circulating Library","Comm",1875,NA,1884,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2621",2621,4969,2982,"MA","Newton","Pecks Circulating Library","Comm",1873,NA,1884,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2622",2622,6849,2983,"MA","Newton","Pomroy Home for Orphay Girls","Asylum",1873,NA,1884,NA,NA,0,NA,0,"Newton MA",-71.2092214,42.3370413,NA
"2623",2623,5935,2984,"MA","Newton","Newton Theological Institute","Theo coll",1826,NA,1884,NA,1834,1800,1875,13000,"Newton MA",-71.2092214,42.3370413,"Early National"
"2624",2624,729,95013,"MA","Newton Centre","Newton Centre Library Association","Socl",1859,NA,1860,NA,NA,0,NA,0,"Newton Centre MA",-71.1948255,42.3300503,"Antebellum"
"2625",2625,8249,2987,"MA","Newton Lower Falls","Free Library","Public",1869,NA,1875,NA,1875,2000,1875,2000,"Newton Lower Falls MA",-71.259234,42.3306044,NA
"2626",2626,2607,12285,"MA","Norfolk","Norfolk Law Library","Law socl",NA,1863,1863,NA,NA,0,NA,0,"Norfolk MA",-71.3250563,42.1195426,NA
"2627",2627,453,2989,"MA","North Adams","Young Men's Literary Assoc.","YMA",NA,1858,1859,NA,NA,0,NA,0,"North Adams MA",-73.1087148,42.700915,NA
"2628",2628,730,2988,"MA","North Adams","Library Assoc.","Socl",1855,NA,1875,NA,1875,2200,1875,2200,"North Adams MA",-73.1087148,42.700915,"Antebellum"
"2629",2629,4970,12286,"MA","North Adams","Ezra D. Whitaker's Circulating Library","Comm",1830,NA,1830,NA,NA,0,NA,0,"North Adams MA",-73.1087148,42.700915,"Antebellum"
"2630",2630,8250,2990,"MA","North Amherst","Public Library","Public",1869,NA,1884,NA,NA,0,NA,0,"North Amherst MA",-72.530921,42.410367,NA
"2631",2631,8251,2991,"MA","North Andover","North Andover Library","Public",1875,NA,1884,NA,1875,2000,1875,2000,"North Andover MA",-71.1350575,42.6987024,NA
"2632",2632,8252,2992,"MA","North Attleborough","Public Library","Public",1869,NA,1884,NA,1875,1200,1875,1200,"North Attleborough MA",-71.3565439,41.9695516,NA
"2633",2633,8253,2993,"MA","North Bridgewater","North Bridgewater Public Library","Public",1867,NA,1870,NA,1869,2667,1870,2667,"North Bridgewater MA",-70.9750541,41.9903519,NA
"2634",2634,731,2994,"MA","North Bridgewater","Social Library","Socl",1781,NA,1781,NA,NA,0,NA,0,"North Bridgewater MA",-70.9750541,41.9903519,"Early National"
"2635",2635,2613,2586,"MA","North Brookfield","Brookfield Assoc.","Theo coll",1819,NA,1858,NA,1857,400,1857,400,"North Brookfield MA",-72.08504,42.2685574,"Early National"
"2636",2636,2622,2995,"MA","North Brookfield","Appleton Library","Rel socl",1859,NA,1884,NA,1875,3400,1875,3400,"North Brookfield MA",-72.08504,42.2685574,"Antebellum"
"2637",2637,3522,2996,"MA","North Brookfield","Ladies' Assoc.","Ladies' socy",1872,NA,1875,NA,1875,625,1875,625,"North Brookfield MA",-72.08504,42.2685574,NA
"2638",2638,732,2097,"MA","North Brookfield","Library Assoc.","Socl",1857,NA,1857,NA,1857,413,1857,413,"North Brookfield MA",-72.08504,42.2685574,"Antebellum"
"2639",2639,2817,95063,"MA","North Brookfield","Ladies' Library Association","Ladies",NA,1872,1875,NA,NA,0,NA,0,"North Brookfield MA",-72.08504,42.2685574,NA
"2640",2640,733,2998,"MA","North Chelmsford","North Chelmsford Library","Socl",1872,NA,1884,NA,NA,0,NA,0,"North Chelmsford MA",-71.383617,42.6396055,NA
"2641",2641,3356,2999,"MA","North Danvers","North Danvers Lyceum","Lyceum",NA,1840,1840,NA,NA,0,NA,0,"North Danvers MA",-70.932122,42.5750009,NA
"2642",2642,8254,3000,"MA","North Reading","Flint Library","Public",1872,NA,1884,NA,1875,800,1875,800,"North Reading MA",-71.0786653,42.5750939,NA
"2643",2643,4561,3001,"MA","North Reading","North Reading Farmers and Mechanics Club","Agri socl",NA,1867,1867,NA,1867,120,1867,120,"North Reading MA",-71.0786653,42.5750939,NA
"2644",2644,735,3003,"MA","North Woburn","Rumford Library","Socl",1840,NA,1884,NA,NA,0,NA,0,"North Woburn MA",-71.1522765,42.4792618,"Antebellum"
"2645",2645,734,3002,"MA","North Woburn","New Bridge Social Library","Socl",NA,1858,1858,NA,1858,365,1858,365,"North Woburn MA",-71.1522765,42.4792618,NA
"2646",2646,4562,3004,"MA","North Wrentham","North Wrentham Farmers' Club","Agri socl",NA,1867,1867,NA,1867,35,1867,35,"North Wrentham MA",-71.3281114,42.0667652,NA
"2647",2647,8255,3010,"MA","Northampton","Public Library","Public",1860,NA,1884,NA,1869,5000,1875,10474,"Northampton MA",-72.6412013,42.3250896,"Antebellum"
"2648",2648,7853,3005,"MA","Northampton","Hampshire County Law Library","Co law",1825,NA,1884,NA,1875,1550,1875,1550,"Northampton MA",-72.6412013,42.3250896,"Early National"
"2649",2649,455,3012,"MA","Northampton","Young Men's Society.","YMA",1834,NA,1846,NA,NA,0,NA,0,"Northampton MA",-72.6412013,42.3250896,"Antebellum"
"2650",2650,737,3009,"MA","Northampton","Northhampton Social Library","Socl",1815,NA,NA,1835,NA,0,NA,0,"Northampton MA",-72.6412013,42.3250896,"Early National"
"2651",2651,736,3907,"MA","Northampton","Northhampton Library Club.","Socl",1839,NA,1879,NA,NA,0,NA,0,"Northampton MA",-72.6412013,42.3250896,"Antebellum"
"2652",2652,3738,3006,"MA","Northampton","Northhampton Academy of Arts and Sciences","Socy",1841,NA,1841,NA,NA,0,NA,0,"Northampton MA",-72.6412013,42.3250896,"Antebellum"
"2653",2653,6843,3008,"MA","Northampton","Northamption Lunatic Hospital","Asylum",1858,NA,1884,NA,1875,2019,1875,2019,"Northampton MA",-72.6412013,42.3250896,"Antebellum"
"2654",2654,5936,12287,"MA","Northampton","Northampton School of Law","Law coll",1823,NA,1825,NA,NA,0,NA,0,"Northampton MA",-72.6412013,42.3250896,"Early National"
"2655",2655,8256,3015,"MA","Northborough","Free Library","Public",1868,NA,1884,NA,1875,3142,1875,3142,"Northborough MA",-71.6411997,42.3195556,NA
